dataset,context_condition,run,message,n_concepts
"(3,4)",mixed,1,"(10, 10, 5, 0)",3
"(3,4)",mixed,1,"(10, 10, 6, 0)",3
"(3,4)",mixed,1,"(10, 10, 7, 0)",2
"(3,4)",mixed,1,"(10, 10, 10, 0)",15
"(3,4)",mixed,1,"(14, 2, 2, 0)",1
"(3,4)",mixed,1,"(14, 7, 5, 0)",1
"(3,4)",mixed,1,"(14, 14, 2, 0)",2
"(3,4)",mixed,1,"(14, 14, 4, 0)",2
"(3,4)",mixed,1,"(14, 14, 14, 0)",5
"(3,4)",mixed,1,"(15, 3, 15, 0)",2
"(3,4)",mixed,1,"(15, 6, 6, 0)",1
"(3,4)",mixed,1,"(15, 6, 7, 0)",1
"(3,4)",mixed,1,"(15, 15, 6, 0)",2
"(3,4)",mixed,1,"(15, 15, 15, 0)",2
"(3,4)",mixed,2,"(1, 1, 9, 0)",1
"(3,4)",mixed,2,"(1, 2, 7, 0)",1
"(3,4)",mixed,2,"(1, 3, 3, 0)",1
"(3,4)",mixed,2,"(1, 3, 4, 0)",1
"(3,4)",mixed,2,"(1, 5, 1, 0)",1
"(3,4)",mixed,2,"(1, 5, 5, 0)",1
"(3,4)",mixed,2,"(1, 5, 7, 0)",1
"(3,4)",mixed,2,"(1, 9, 9, 0)",1
"(3,4)",mixed,2,"(2, 1, 2, 0)",2
"(3,4)",mixed,2,"(2, 1, 7, 0)",1
"(3,4)",mixed,2,"(2, 1, 14, 0)",1
"(3,4)",mixed,2,"(2, 2, 1, 0)",1
"(3,4)",mixed,2,"(2, 2, 2, 0)",8
"(3,4)",mixed,2,"(2, 2, 9, 0)",1
"(3,4)",mixed,2,"(2, 2, 10, 0)",1
"(3,4)",mixed,2,"(2, 2, 11, 0)",3
"(3,4)",mixed,2,"(2, 2, 14, 0)",1
"(3,4)",mixed,2,"(2, 4, 4, 0)",1
"(3,4)",mixed,2,"(2, 4, 14, 0)",1
"(3,4)",mixed,2,"(2, 5, 9, 0)",1
"(3,4)",mixed,2,"(2, 9, 2, 0)",2
"(3,4)",mixed,2,"(2, 10, 2, 0)",1
"(3,4)",mixed,2,"(2, 10, 7, 0)",1
"(3,4)",mixed,2,"(2, 10, 11, 0)",1
"(3,4)",mixed,2,"(2, 11, 2, 0)",1
"(3,4)",mixed,2,"(2, 11, 4, 0)",2
"(3,4)",mixed,2,"(2, 11, 11, 0)",1
"(3,4)",mixed,2,"(2, 14, 14, 0)",1
"(3,4)",mixed,2,"(3, 3, 3, 0)",3
"(3,4)",mixed,2,"(3, 3, 4, 0)",1
"(3,4)",mixed,2,"(3, 3, 12, 0)",1
"(3,4)",mixed,2,"(3, 4, 3, 0)",1
"(3,4)",mixed,2,"(3, 12, 4, 0)",1
"(3,4)",mixed,2,"(4, 3, 3, 0)",2
"(3,4)",mixed,2,"(4, 4, 1, 0)",1
"(3,4)",mixed,2,"(4, 4, 4, 0)",3
"(3,4)",mixed,2,"(4, 4, 8, 0)",1
"(3,4)",mixed,2,"(4, 4, 10, 0)",1
"(3,4)",mixed,2,"(4, 4, 11, 0)",2
"(3,4)",mixed,2,"(4, 4, 12, 0)",1
"(3,4)",mixed,2,"(4, 8, 4, 0)",3
"(3,4)",mixed,2,"(4, 8, 12, 0)",1
"(3,4)",mixed,2,"(4, 10, 4, 0)",2
"(3,4)",mixed,2,"(4, 11, 4, 0)",3
"(3,4)",mixed,2,"(4, 12, 4, 0)",1
"(3,4)",mixed,2,"(4, 12, 12, 0)",1
"(3,4)",mixed,2,"(4, 14, 4, 0)",2
"(3,4)",mixed,2,"(4, 14, 14, 0)",1
"(3,4)",mixed,2,"(5, 3, 12, 0)",1
"(3,4)",mixed,2,"(5, 4, 12, 0)",1
"(3,4)",mixed,2,"(5, 5, 5, 0)",1
"(3,4)",mixed,2,"(5, 5, 9, 0)",1
"(3,4)",mixed,2,"(5, 8, 12, 0)",1
"(3,4)",mixed,2,"(5, 11, 13, 0)",1
"(3,4)",mixed,2,"(5, 12, 3, 0)",1
"(3,4)",mixed,2,"(5, 12, 12, 0)",2
"(3,4)",mixed,2,"(5, 13, 11, 0)",1
"(3,4)",mixed,2,"(5, 13, 12, 0)",1
"(3,4)",mixed,2,"(7, 5, 7, 0)",1
"(3,4)",mixed,2,"(7, 7, 7, 0)",1
"(3,4)",mixed,2,"(7, 7, 10, 0)",1
"(3,4)",mixed,2,"(7, 11, 7, 0)",1
"(3,4)",mixed,2,"(7, 11, 10, 0)",1
"(3,4)",mixed,2,"(8, 1, 1, 0)",1
"(3,4)",mixed,2,"(8, 1, 5, 0)",2
"(3,4)",mixed,2,"(8, 3, 3, 0)",1
"(3,4)",mixed,2,"(8, 3, 5, 0)",1
"(3,4)",mixed,2,"(8, 3, 12, 0)",1
"(3,4)",mixed,2,"(8, 5, 3, 0)",1
"(3,4)",mixed,2,"(8, 5, 5, 0)",2
"(3,4)",mixed,2,"(8, 5, 8, 0)",1
"(3,4)",mixed,2,"(8, 5, 13, 0)",1
"(3,4)",mixed,2,"(8, 8, 4, 0)",1
"(3,4)",mixed,2,"(8, 8, 7, 0)",1
"(3,4)",mixed,2,"(8, 8, 8, 0)",2
"(3,4)",mixed,2,"(8, 8, 10, 0)",1
"(3,4)",mixed,2,"(8, 8, 13, 0)",4
"(3,4)",mixed,2,"(8, 8, 14, 0)",3
"(3,4)",mixed,2,"(8, 11, 7, 0)",1
"(3,4)",mixed,2,"(8, 11, 8, 0)",2
"(3,4)",mixed,2,"(8, 11, 11, 0)",2
"(3,4)",mixed,2,"(8, 11, 12, 0)",2
"(3,4)",mixed,2,"(8, 12, 4, 0)",1
"(3,4)",mixed,2,"(8, 12, 8, 0)",1
"(3,4)",mixed,2,"(8, 12, 11, 0)",2
"(3,4)",mixed,2,"(8, 12, 12, 0)",4
"(3,4)",mixed,2,"(8, 12, 13, 0)",3
"(3,4)",mixed,2,"(8, 14, 5, 0)",1
"(3,4)",mixed,2,"(8, 14, 7, 0)",1
"(3,4)",mixed,2,"(8, 14, 14, 0)",1
"(3,4)",mixed,2,"(9, 2, 9, 0)",1
"(3,4)",mixed,2,"(9, 3, 3, 0)",1
"(3,4)",mixed,2,"(9, 9, 2, 0)",2
"(3,4)",mixed,2,"(9, 9, 4, 0)",1
"(3,4)",mixed,2,"(9, 9, 5, 0)",1
"(3,4)",mixed,2,"(9, 9, 9, 0)",4
"(3,4)",mixed,2,"(10, 1, 1, 0)",1
"(3,4)",mixed,2,"(10, 1, 5, 0)",1
"(3,4)",mixed,2,"(10, 2, 2, 0)",2
"(3,4)",mixed,2,"(10, 2, 9, 0)",1
"(3,4)",mixed,2,"(10, 2, 10, 0)",3
"(3,4)",mixed,2,"(10, 2, 11, 0)",2
"(3,4)",mixed,2,"(10, 2, 14, 0)",1
"(3,4)",mixed,2,"(10, 4, 4, 0)",3
"(3,4)",mixed,2,"(10, 4, 8, 0)",1
"(3,4)",mixed,2,"(10, 4, 10, 0)",1
"(3,4)",mixed,2,"(10, 4, 11, 0)",2
"(3,4)",mixed,2,"(10, 4, 14, 0)",1
"(3,4)",mixed,2,"(10, 7, 2, 0)",2
"(3,4)",mixed,2,"(10, 7, 5, 0)",1
"(3,4)",mixed,2,"(10, 7, 7, 0)",2
"(3,4)",mixed,2,"(10, 7, 11, 0)",3
"(3,4)",mixed,2,"(10, 7, 13, 0)",1
"(3,4)",mixed,2,"(10, 8, 8, 0)",1
"(3,4)",mixed,2,"(10, 9, 9, 0)",1
"(3,4)",mixed,2,"(10, 10, 7, 0)",1
"(3,4)",mixed,2,"(10, 10, 10, 0)",3
"(3,4)",mixed,2,"(10, 10, 11, 0)",1
"(3,4)",mixed,2,"(10, 11, 2, 0)",1
"(3,4)",mixed,2,"(10, 11, 4, 0)",2
"(3,4)",mixed,2,"(10, 11, 7, 0)",2
"(3,4)",mixed,2,"(10, 11, 10, 0)",1
"(3,4)",mixed,2,"(10, 14, 14, 0)",1
"(3,4)",mixed,2,"(11, 4, 4, 0)",2
"(3,4)",mixed,2,"(11, 4, 11, 0)",3
"(3,4)",mixed,2,"(11, 4, 12, 0)",1
"(3,4)",mixed,2,"(11, 7, 10, 0)",1
"(3,4)",mixed,2,"(11, 8, 11, 0)",1
"(3,4)",mixed,2,"(11, 10, 4, 0)",1
"(3,4)",mixed,2,"(11, 10, 7, 0)",1
"(3,4)",mixed,2,"(11, 10, 10, 0)",2
"(3,4)",mixed,2,"(11, 10, 11, 0)",1
"(3,4)",mixed,2,"(11, 11, 4, 0)",4
"(3,4)",mixed,2,"(11, 11, 10, 0)",1
"(3,4)",mixed,2,"(11, 11, 11, 0)",1
"(3,4)",mixed,2,"(11, 11, 12, 0)",1
"(3,4)",mixed,2,"(11, 12, 4, 0)",1
"(3,4)",mixed,2,"(11, 12, 11, 0)",2
"(3,4)",mixed,2,"(11, 12, 12, 0)",1
"(3,4)",mixed,2,"(11, 12, 13, 0)",2
"(3,4)",mixed,2,"(11, 13, 10, 0)",3
"(3,4)",mixed,2,"(11, 13, 11, 0)",3
"(3,4)",mixed,2,"(11, 13, 12, 0)",3
"(3,4)",mixed,2,"(11, 13, 13, 0)",2
"(3,4)",mixed,2,"(12, 3, 12, 0)",1
"(3,4)",mixed,2,"(12, 4, 12, 0)",1
"(3,4)",mixed,2,"(12, 12, 3, 0)",1
"(3,4)",mixed,2,"(12, 12, 5, 0)",1
"(3,4)",mixed,2,"(12, 12, 12, 0)",1
"(3,4)",mixed,2,"(13, 5, 10, 0)",1
"(3,4)",mixed,2,"(13, 5, 14, 0)",1
"(3,4)",mixed,2,"(13, 7, 7, 0)",1
"(3,4)",mixed,2,"(13, 7, 13, 0)",1
"(3,4)",mixed,2,"(13, 8, 8, 0)",1
"(3,4)",mixed,2,"(13, 8, 11, 0)",1
"(3,4)",mixed,2,"(13, 8, 14, 0)",1
"(3,4)",mixed,2,"(13, 10, 5, 0)",1
"(3,4)",mixed,2,"(13, 10, 7, 0)",2
"(3,4)",mixed,2,"(13, 10, 10, 0)",1
"(3,4)",mixed,2,"(13, 10, 11, 0)",1
"(3,4)",mixed,2,"(13, 10, 13, 0)",2
"(3,4)",mixed,2,"(13, 12, 12, 0)",1
"(3,4)",mixed,2,"(13, 12, 13, 0)",2
"(3,4)",mixed,2,"(13, 13, 8, 0)",2
"(3,4)",mixed,2,"(13, 13, 11, 0)",1
"(3,4)",mixed,2,"(13, 13, 13, 0)",4
"(3,4)",mixed,2,"(14, 3, 3, 0)",1
"(3,4)",mixed,2,"(14, 3, 4, 0)",1
"(3,4)",mixed,2,"(14, 3, 14, 0)",1
"(3,4)",mixed,2,"(14, 5, 5, 0)",1
"(3,4)",mixed,2,"(14, 5, 8, 0)",1
"(3,4)",mixed,2,"(14, 5, 14, 0)",1
"(3,4)",mixed,2,"(14, 9, 9, 0)",1
"(3,4)",mixed,2,"(14, 14, 3, 0)",1
"(3,4)",mixed,2,"(14, 14, 4, 0)",1
"(3,4)",mixed,2,"(14, 14, 14, 0)",1
"(3,4)",mixed,3,"(1, 1, 1, 0)",1
"(3,4)",mixed,3,"(1, 1, 3, 0)",1
"(3,4)",mixed,3,"(1, 1, 4, 0)",2
"(3,4)",mixed,3,"(1, 1, 8, 0)",3
"(3,4)",mixed,3,"(1, 2, 2, 0)",2
"(3,4)",mixed,3,"(1, 2, 14, 0)",1
"(3,4)",mixed,3,"(1, 3, 3, 0)",10
"(3,4)",mixed,3,"(1, 3, 4, 0)",1
"(3,4)",mixed,3,"(1, 3, 10, 0)",1
"(3,4)",mixed,3,"(1, 4, 4, 0)",2
"(3,4)",mixed,3,"(1, 4, 9, 0)",2
"(3,4)",mixed,3,"(1, 9, 9, 0)",1
"(3,4)",mixed,3,"(1, 10, 1, 0)",1
"(3,4)",mixed,3,"(1, 14, 1, 0)",2
"(3,4)",mixed,3,"(1, 14, 2, 0)",1
"(3,4)",mixed,3,"(1, 14, 3, 0)",1
"(3,4)",mixed,3,"(1, 14, 8, 0)",1
"(3,4)",mixed,3,"(1, 14, 11, 0)",1
"(3,4)",mixed,3,"(1, 14, 15, 0)",1
"(3,4)",mixed,3,"(1, 15, 2, 0)",1
"(3,4)",mixed,3,"(1, 15, 4, 0)",1
"(3,4)",mixed,3,"(2, 1, 2, 0)",1
"(3,4)",mixed,3,"(2, 2, 2, 0)",2
"(3,4)",mixed,3,"(2, 9, 9, 0)",1
"(3,4)",mixed,3,"(2, 10, 2, 0)",2
"(3,4)",mixed,3,"(2, 14, 2, 0)",1
"(3,4)",mixed,3,"(2, 14, 15, 0)",1
"(3,4)",mixed,3,"(3, 3, 3, 0)",5
"(3,4)",mixed,3,"(3, 3, 9, 0)",1
"(3,4)",mixed,3,"(4, 3, 3, 0)",1
"(3,4)",mixed,3,"(4, 4, 4, 0)",1
"(3,4)",mixed,3,"(4, 4, 9, 0)",1
"(3,4)",mixed,3,"(4, 9, 3, 0)",1
"(3,4)",mixed,3,"(4, 9, 4, 0)",1
"(3,4)",mixed,3,"(4, 9, 9, 0)",1
"(3,4)",mixed,3,"(5, 2, 2, 0)",1
"(3,4)",mixed,3,"(5, 2, 9, 0)",1
"(3,4)",mixed,3,"(5, 4, 4, 0)",2
"(3,4)",mixed,3,"(5, 5, 2, 0)",3
"(3,4)",mixed,3,"(5, 5, 4, 0)",5
"(3,4)",mixed,3,"(5, 5, 5, 0)",8
"(3,4)",mixed,3,"(5, 5, 8, 0)",2
"(3,4)",mixed,3,"(5, 5, 9, 0)",3
"(3,4)",mixed,3,"(5, 5, 11, 0)",3
"(3,4)",mixed,3,"(5, 5, 14, 0)",1
"(3,4)",mixed,3,"(5, 5, 15, 0)",1
"(3,4)",mixed,3,"(5, 8, 2, 0)",1
"(3,4)",mixed,3,"(5, 8, 8, 0)",1
"(3,4)",mixed,3,"(5, 9, 4, 0)",1
"(3,4)",mixed,3,"(5, 9, 9, 0)",1
"(3,4)",mixed,3,"(5, 10, 2, 0)",1
"(3,4)",mixed,3,"(5, 10, 5, 0)",4
"(3,4)",mixed,3,"(5, 10, 9, 0)",1
"(3,4)",mixed,3,"(5, 10, 10, 0)",2
"(3,4)",mixed,3,"(5, 10, 14, 0)",1
"(3,4)",mixed,3,"(5, 11, 1, 0)",1
"(3,4)",mixed,3,"(5, 11, 4, 0)",2
"(3,4)",mixed,3,"(5, 11, 11, 0)",1
"(3,4)",mixed,3,"(5, 11, 15, 0)",2
"(3,4)",mixed,3,"(5, 14, 2, 0)",1
"(3,4)",mixed,3,"(5, 14, 5, 0)",1
"(3,4)",mixed,3,"(5, 14, 11, 0)",1
"(3,4)",mixed,3,"(5, 14, 14, 0)",2
"(3,4)",mixed,3,"(5, 15, 4, 0)",1
"(3,4)",mixed,3,"(8, 2, 2, 0)",1
"(3,4)",mixed,3,"(8, 2, 10, 0)",1
"(3,4)",mixed,3,"(8, 4, 4, 0)",5
"(3,4)",mixed,3,"(8, 4, 9, 0)",4
"(3,4)",mixed,3,"(8, 8, 4, 0)",3
"(3,4)",mixed,3,"(8, 8, 9, 0)",1
"(3,4)",mixed,3,"(8, 9, 9, 0)",5
"(3,4)",mixed,3,"(8, 9, 10, 0)",1
"(3,4)",mixed,3,"(8, 10, 9, 0)",1
"(3,4)",mixed,3,"(9, 3, 3, 0)",3
"(3,4)",mixed,3,"(9, 4, 9, 0)",1
"(3,4)",mixed,3,"(9, 9, 4, 0)",1
"(3,4)",mixed,3,"(9, 9, 9, 0)",4
"(3,4)",mixed,3,"(10, 1, 2, 0)",1
"(3,4)",mixed,3,"(10, 1, 3, 0)",2
"(3,4)",mixed,3,"(10, 2, 1, 0)",1
"(3,4)",mixed,3,"(10, 2, 2, 0)",1
"(3,4)",mixed,3,"(10, 2, 10, 0)",2
"(3,4)",mixed,3,"(10, 2, 14, 0)",2
"(3,4)",mixed,3,"(10, 3, 3, 0)",4
"(3,4)",mixed,3,"(10, 8, 8, 0)",1
"(3,4)",mixed,3,"(10, 8, 9, 0)",1
"(3,4)",mixed,3,"(10, 8, 10, 0)",2
"(3,4)",mixed,3,"(10, 8, 11, 0)",1
"(3,4)",mixed,3,"(10, 9, 3, 0)",1
"(3,4)",mixed,3,"(10, 9, 9, 0)",1
"(3,4)",mixed,3,"(10, 9, 10, 0)",2
"(3,4)",mixed,3,"(10, 10, 2, 0)",2
"(3,4)",mixed,3,"(10, 10, 8, 0)",1
"(3,4)",mixed,3,"(10, 10, 9, 0)",1
"(3,4)",mixed,3,"(10, 10, 10, 0)",2
"(3,4)",mixed,3,"(10, 10, 14, 0)",1
"(3,4)",mixed,3,"(10, 14, 2, 0)",1
"(3,4)",mixed,3,"(10, 14, 10, 0)",1
"(3,4)",mixed,3,"(10, 14, 11, 0)",1
"(3,4)",mixed,3,"(10, 14, 14, 0)",2
"(3,4)",mixed,3,"(11, 2, 2, 0)",7
"(3,4)",mixed,3,"(11, 4, 4, 0)",2
"(3,4)",mixed,3,"(11, 8, 4, 0)",1
"(3,4)",mixed,3,"(11, 8, 8, 0)",3
"(3,4)",mixed,3,"(11, 11, 2, 0)",1
"(3,4)",mixed,3,"(11, 11, 4, 0)",1
"(3,4)",mixed,3,"(11, 11, 6, 0)",1
"(3,4)",mixed,3,"(11, 11, 8, 0)",1
"(3,4)",mixed,3,"(11, 11, 15, 0)",2
"(3,4)",mixed,3,"(11, 14, 2, 0)",1
"(3,4)",mixed,3,"(11, 14, 8, 0)",1
"(3,4)",mixed,3,"(11, 14, 11, 0)",2
"(3,4)",mixed,3,"(11, 14, 15, 0)",2
"(3,4)",mixed,3,"(11, 15, 1, 0)",1
"(3,4)",mixed,3,"(11, 15, 2, 0)",4
"(3,4)",mixed,3,"(11, 15, 15, 0)",1
"(3,4)",mixed,3,"(14, 1, 2, 0)",1
"(3,4)",mixed,3,"(14, 2, 2, 0)",1
"(3,4)",mixed,3,"(14, 2, 14, 0)",1
"(3,4)",mixed,3,"(14, 14, 8, 0)",1
"(3,4)",mixed,3,"(14, 14, 11, 0)",1
"(3,4)",mixed,3,"(14, 14, 14, 0)",1
"(3,4)",mixed,3,"(14, 15, 2, 0)",1
"(3,4)",mixed,3,"(15, 2, 2, 0)",5
"(3,4)",mixed,3,"(15, 2, 9, 0)",1
"(3,4)",mixed,3,"(15, 2, 14, 0)",1
"(3,4)",mixed,3,"(15, 4, 9, 0)",1
"(3,4)",mixed,3,"(15, 9, 4, 0)",2
"(3,4)",mixed,3,"(15, 9, 9, 0)",4
"(3,4)",mixed,3,"(15, 14, 2, 0)",1
"(3,4)",mixed,3,"(15, 14, 14, 0)",1
"(3,4)",mixed,3,"(15, 15, 2, 0)",2
"(3,4)",mixed,4,"(1, 1, 1, 0)",2
"(3,4)",mixed,4,"(1, 1, 5, 0)",1
"(3,4)",mixed,4,"(1, 1, 15, 0)",2
"(3,4)",mixed,4,"(1, 2, 2, 0)",1
"(3,4)",mixed,4,"(1, 8, 2, 0)",1
"(3,4)",mixed,4,"(1, 15, 1, 0)",2
"(3,4)",mixed,4,"(1, 15, 2, 0)",1
"(3,4)",mixed,4,"(2, 1, 2, 0)",1
"(3,4)",mixed,4,"(2, 2, 1, 0)",1
"(3,4)",mixed,4,"(2, 2, 2, 0)",2
"(3,4)",mixed,4,"(2, 2, 8, 0)",1
"(3,4)",mixed,4,"(2, 8, 1, 0)",1
"(3,4)",mixed,4,"(2, 8, 2, 0)",1
"(3,4)",mixed,4,"(2, 14, 2, 0)",1
"(3,4)",mixed,4,"(2, 14, 14, 0)",1
"(3,4)",mixed,4,"(3, 1, 2, 0)",1
"(3,4)",mixed,4,"(3, 1, 3, 0)",2
"(3,4)",mixed,4,"(3, 3, 1, 0)",1
"(3,4)",mixed,4,"(3, 3, 2, 0)",1
"(3,4)",mixed,4,"(3, 3, 3, 0)",3
"(3,4)",mixed,4,"(3, 3, 4, 0)",1
"(3,4)",mixed,4,"(3, 3, 6, 0)",2
"(3,4)",mixed,4,"(3, 3, 9, 0)",1
"(3,4)",mixed,4,"(3, 3, 10, 0)",2
"(3,4)",mixed,4,"(3, 3, 11, 0)",1
"(3,4)",mixed,4,"(3, 4, 3, 0)",1
"(3,4)",mixed,4,"(3, 4, 13, 0)",1
"(3,4)",mixed,4,"(3, 6, 2, 0)",1
"(3,4)",mixed,4,"(3, 6, 3, 0)",1
"(3,4)",mixed,4,"(3, 6, 6, 0)",2
"(3,4)",mixed,4,"(3, 6, 11, 0)",1
"(3,4)",mixed,4,"(3, 6, 13, 0)",1
"(3,4)",mixed,4,"(3, 7, 1, 0)",1
"(3,4)",mixed,4,"(3, 7, 5, 0)",1
"(3,4)",mixed,4,"(3, 7, 6, 0)",1
"(3,4)",mixed,4,"(3, 7, 7, 0)",1
"(3,4)",mixed,4,"(3, 7, 10, 0)",1
"(3,4)",mixed,4,"(3, 8, 8, 0)",1
"(3,4)",mixed,4,"(3, 8, 13, 0)",1
"(3,4)",mixed,4,"(3, 9, 4, 0)",1
"(3,4)",mixed,4,"(3, 9, 7, 0)",1
"(3,4)",mixed,4,"(3, 9, 11, 0)",1
"(3,4)",mixed,4,"(3, 10, 2, 0)",1
"(3,4)",mixed,4,"(3, 10, 10, 0)",1
"(3,4)",mixed,4,"(3, 10, 13, 0)",1
"(3,4)",mixed,4,"(3, 11, 9, 0)",1
"(3,4)",mixed,4,"(3, 13, 13, 0)",5
"(3,4)",mixed,4,"(4, 2, 2, 0)",3
"(3,4)",mixed,4,"(4, 2, 4, 0)",2
"(3,4)",mixed,4,"(4, 2, 8, 0)",1
"(3,4)",mixed,4,"(4, 4, 4, 0)",2
"(3,4)",mixed,4,"(4, 7, 4, 0)",1
"(3,4)",mixed,4,"(4, 13, 13, 0)",2
"(3,4)",mixed,4,"(5, 1, 5, 0)",2
"(3,4)",mixed,4,"(5, 1, 7, 0)",1
"(3,4)",mixed,4,"(5, 2, 2, 0)",1
"(3,4)",mixed,4,"(5, 2, 3, 0)",1
"(3,4)",mixed,4,"(5, 2, 10, 0)",1
"(3,4)",mixed,4,"(5, 3, 2, 0)",1
"(3,4)",mixed,4,"(5, 4, 2, 0)",1
"(3,4)",mixed,4,"(5, 4, 4, 0)",1
"(3,4)",mixed,4,"(5, 4, 5, 0)",2
"(3,4)",mixed,4,"(5, 5, 4, 0)",1
"(3,4)",mixed,4,"(5, 5, 5, 0)",1
"(3,4)",mixed,4,"(5, 5, 7, 0)",1
"(3,4)",mixed,4,"(5, 6, 6, 0)",1
"(3,4)",mixed,4,"(5, 6, 7, 0)",1
"(3,4)",mixed,4,"(5, 6, 10, 0)",1
"(3,4)",mixed,4,"(5, 6, 11, 0)",1
"(3,4)",mixed,4,"(5, 7, 5, 0)",1
"(3,4)",mixed,4,"(5, 7, 7, 0)",1
"(3,4)",mixed,4,"(5, 10, 5, 0)",1
"(3,4)",mixed,4,"(5, 10, 7, 0)",1
"(3,4)",mixed,4,"(5, 10, 10, 0)",1
"(3,4)",mixed,4,"(5, 14, 14, 0)",1
"(3,4)",mixed,4,"(6, 6, 10, 0)",1
"(3,4)",mixed,4,"(6, 6, 13, 0)",3
"(3,4)",mixed,4,"(6, 7, 6, 0)",1
"(3,4)",mixed,4,"(6, 7, 10, 0)",1
"(3,4)",mixed,4,"(6, 10, 4, 0)",1
"(3,4)",mixed,4,"(6, 10, 6, 0)",1
"(3,4)",mixed,4,"(6, 10, 11, 0)",2
"(3,4)",mixed,4,"(6, 10, 13, 0)",2
"(3,4)",mixed,4,"(6, 11, 11, 0)",1
"(3,4)",mixed,4,"(6, 13, 13, 0)",2
"(3,4)",mixed,4,"(7, 1, 1, 0)",2
"(3,4)",mixed,4,"(7, 1, 5, 0)",1
"(3,4)",mixed,4,"(7, 1, 7, 0)",3
"(3,4)",mixed,4,"(7, 1, 10, 0)",1
"(3,4)",mixed,4,"(7, 4, 4, 0)",1
"(3,4)",mixed,4,"(7, 6, 7, 0)",1
"(3,4)",mixed,4,"(7, 6, 10, 0)",1
"(3,4)",mixed,4,"(7, 7, 1, 0)",1
"(3,4)",mixed,4,"(7, 7, 7, 0)",3
"(3,4)",mixed,4,"(7, 7, 10, 0)",1
"(3,4)",mixed,4,"(7, 7, 15, 0)",1
"(3,4)",mixed,4,"(7, 10, 10, 0)",2
"(3,4)",mixed,4,"(7, 11, 4, 0)",1
"(3,4)",mixed,4,"(7, 11, 7, 0)",2
"(3,4)",mixed,4,"(7, 15, 7, 0)",1
"(3,4)",mixed,4,"(8, 2, 14, 0)",1
"(3,4)",mixed,4,"(8, 8, 8, 0)",3
"(3,4)",mixed,4,"(8, 13, 13, 0)",1
"(3,4)",mixed,4,"(9, 6, 6, 0)",2
"(3,4)",mixed,4,"(9, 6, 7, 0)",1
"(3,4)",mixed,4,"(9, 6, 11, 0)",1
"(3,4)",mixed,4,"(9, 7, 4, 0)",1
"(3,4)",mixed,4,"(9, 7, 6, 0)",1
"(3,4)",mixed,4,"(9, 7, 7, 0)",1
"(3,4)",mixed,4,"(9, 9, 4, 0)",1
"(3,4)",mixed,4,"(9, 9, 11, 0)",1
"(3,4)",mixed,4,"(10, 1, 10, 0)",1
"(3,4)",mixed,4,"(10, 4, 4, 0)",1
"(3,4)",mixed,4,"(10, 4, 5, 0)",1
"(3,4)",mixed,4,"(10, 5, 4, 0)",1
"(3,4)",mixed,4,"(10, 6, 6, 0)",1
"(3,4)",mixed,4,"(10, 6, 11, 0)",1
"(3,4)",mixed,4,"(10, 6, 13, 0)",1
"(3,4)",mixed,4,"(10, 8, 8, 0)",1
"(3,4)",mixed,4,"(10, 8, 13, 0)",1
"(3,4)",mixed,4,"(10, 10, 10, 0)",1
"(3,4)",mixed,4,"(10, 10, 11, 0)",1
"(3,4)",mixed,4,"(10, 10, 13, 0)",1
"(3,4)",mixed,4,"(10, 11, 4, 0)",1
"(3,4)",mixed,4,"(10, 13, 8, 0)",1
"(3,4)",mixed,4,"(10, 13, 13, 0)",3
"(3,4)",mixed,4,"(11, 4, 4, 0)",2
"(3,4)",mixed,4,"(11, 7, 4, 0)",1
"(3,4)",mixed,4,"(11, 10, 1, 0)",1
"(3,4)",mixed,4,"(11, 10, 4, 0)",2
"(3,4)",mixed,4,"(11, 10, 5, 0)",1
"(3,4)",mixed,4,"(11, 10, 10, 0)",1
"(3,4)",mixed,4,"(11, 11, 4, 0)",2
"(3,4)",mixed,4,"(11, 11, 7, 0)",1
"(3,4)",mixed,4,"(11, 11, 11, 0)",1
"(3,4)",mixed,4,"(11, 11, 13, 0)",1
"(3,4)",mixed,4,"(11, 13, 13, 0)",2
"(3,4)",mixed,4,"(13, 10, 13, 0)",1
"(3,4)",mixed,4,"(13, 13, 13, 0)",7
"(3,4)",mixed,4,"(14, 8, 2, 0)",2
"(3,4)",mixed,4,"(14, 14, 8, 0)",1
"(3,4)",mixed,4,"(14, 14, 14, 0)",3
"(3,4)",mixed,4,"(15, 1, 1, 0)",2
"(3,4)",mixed,4,"(15, 1, 7, 0)",1
"(3,4)",mixed,4,"(15, 1, 10, 0)",4
"(3,4)",mixed,4,"(15, 1, 15, 0)",1
"(3,4)",mixed,4,"(15, 2, 2, 0)",1
"(3,4)",mixed,4,"(15, 2, 10, 0)",1
"(3,4)",mixed,4,"(15, 6, 6, 0)",2
"(3,4)",mixed,4,"(15, 6, 11, 0)",1
"(3,4)",mixed,4,"(15, 6, 13, 0)",1
"(3,4)",mixed,4,"(15, 7, 6, 0)",1
"(3,4)",mixed,4,"(15, 7, 7, 0)",1
"(3,4)",mixed,4,"(15, 7, 10, 0)",1
"(3,4)",mixed,4,"(15, 7, 11, 0)",1
"(3,4)",mixed,4,"(15, 7, 15, 0)",1
"(3,4)",mixed,4,"(15, 8, 1, 0)",1
"(3,4)",mixed,4,"(15, 8, 8, 0)",2
"(3,4)",mixed,4,"(15, 10, 1, 0)",1
"(3,4)",mixed,4,"(15, 10, 7, 0)",1
